X1,X10,X11,X12,X13,X14,X15,X16,X17,X2,X3,X4,X5,X6,X7,X8
0.24698377603049987,0.3096729751636322,0.41943985659977867,0.07658859648786398,-0.17266538753492536,-0.34495395647001015,0.1355797819589814,-0.3201678309056091,-0.6207334860020682,0.9221088948143372,0.0837719913136836,-0.07726744908466575,0.2728316745021888,-0.2573716504406202,-0.1807462378560452,0.3323206353701458
-0.6852162090198113,0.6177730793681714,-0.40201705853322434,-1.0713021755876007,-0.7443519110540741,0.5483892521944559,-1.3286506212044535,-1.0227238369876122,0.9026388690074816,-0.613776795500163,-0.6171208110504587,0.07650377514818904,-0.8581584717834844,-0.2665237557730104,-0.3926318465916673,-0.4969918827054951
-0.3809654462742112,-0.9075140707014011,0.17829928213016805,0.2842445563778839,-1.342898067782925,-0.04062719766136355,-0.36289580394975535,-0.09639968521121749,0.29815682706807756,-1.0627553481085175,0.283464103433669,-0.05983685402891848,-0.8023281048651313,-1.307343211203566,-0.938234031531748,-0.1653347523583425
0.24643887157749086,-1.315270113535166,-0.05381441517831993,-0.5823471919859927,-0.20938968673147068,0.8117610687079782,0.14131755544454125,-0.4063157237372832,-0.74568034487917,0.4637995717429046,-0.22266263266874317,0.1103546612291663,0.16791549075822884,0.4531436654726175,0.2282347008425875,-0.05236606427210274
-1.0674355902198378,-0.3054018608251572,0.11749977543391936,-0.8005384985603974,-0.26951415739997164,-0.06186739319678575,-0.6979029855455193,0.3861508742303941,0.1093268636541884,0.6360327287467209,-0.44928421906024957,-0.08180990039915083,0.08935837081743431,-0.8215816945618822,-0.3683751706099846,-0.5475560579782625
-1.3308188474423812,-0.8018410241779068,-1.5854471788452118,-2.0464553111826476,-1.438708085730255,-2.1287388115638133,-2.6868873438933316,-0.995835377519729,-0.2163134007992261,-0.21129822382315125,-1.7072791398740341,-1.4276014779680095,-1.9831867864720971,-0.2972279725438822,-1.5576452540485919,-2.2397674909212886
0.14959165632931684,0.4851178162596273,-0.17755831915215256,0.29220914298524564,0.2427182995918686,-0.42398933525630306,-0.7866828308490973,2.359908844901685,0.34287343900852646,-0.264834745769583,0.9537217104242667,1.0332097454248559,1.876951099181201,0.6210117906881295,1.682369141117969,0.0724737172131004
0.45151453874211134,0.6585120448495374,0.3526333407833882,-0.003122418808519366,-0.8080595540827272,-1.2454952175741103,0.1017154368944035,-0.28615470689903155,-0.4533022170657159,-0.5939136083443989,0.6040302106954325,-0.6638821511819549,0.6034896680237827,-0.9224758266365396,0.20207551528833004,-0.06190372901606628
-1.6143695221193586,-1.7437066931176661,-0.540087599359876,-0.6793332829606018,0.7471235689978336,-0.06236116343692383,0.34641664537541633,0.6025080273148358,-1.3525227898285332,-1.0225116219200774,-0.8427823534309731,-0.7263040363758473,-1.0899153063640685,-0.46640371680815684,-0.49335982684401164,0.09251608453152568
-0.8364034857790985,-0.9650619438495236,-0.6090978922674977,-0.577853700173656,-0.9188506680806868,-0.44744283774448956,-0.577261975745945,-0.9527382697747039,-1.0089243800189562,-0.2684315020398011,-1.8136518989148747,-0.8264883151971392,-0.7347286277877435,-0.0745947872203332,0.5511456324966746,-0.4232371663751055
-1.2689266302648947,0.9075156402014686,-0.805632246871914,-1.0150168618066242,-0.9328114844704581,-0.9772048827339455,-0.6735877629027905,-1.5979771458612084,-0.28979351089131783,-1.38531003034066,-0.08817737689104442,-2.1096056808865082,-0.5353598668137483,0.558436347729929,-0.13875932297285323,-0.23748437821523385
0.2774282463236839,-0.5713816775018433,0.12418213622117573,0.6040557815351737,-0.4896376668153936,0.6108810116664566,0.4635677422653709,0.8538452702435805,1.9847106749619094,1.6807351972077194,0.35262780542332367,-0.032820524529987495,0.7757609551358574,-0.2936510141530732,0.8693042895471815,0.14337829610397484
-0.13779735166000465,0.40355080793652776,-0.8451395864249799,-0.40463758720612725,-0.707382290326299,-0.6482203126407637,-0.04289216302503933,1.2406079516174724,0.47503992153376395,1.540273741684573,-0.4973169150976181,-1.0853700160840143,0.6684343044048325,-0.7434408586606526,-0.742540554734495,0.10025333072110613
